,global_rank,title,id,release_date,day,month,year,max_theaters_used,first_day_sales,first_weekend_sales,first_week_sales,total_sales,viewers_by_theaters,Unnamed: 0,tmdb_id,budget,imdb_id,original_language,original_title,tmdb_popularity,runtime,tagline,tmdb_vote_count,tmdb_vote_average,cast1,cast1_popularity,cast2,cast2_popularity,cast3,cast3_popularity
1503,1473,Amanda,18672,2018-11-21,21,11,2018,280,11533.0,64500.0,84007,260715,931.0,3585.0,485166.0,0.0,tt7491144,fr,Amanda,15.008,107.0,,214.0,7.1,Vincent Lacoste,4.993,Isaure Multrier,2.394,Stacy Martin,11.162
1504,1474,Le Flingueur (2011),11860,2011-04-06,6,4,2011,194,14412.0,,122671,260192,1341.0,,,,,,,,,,,,,,,,,
1505,1475,Un jour,12263,2011-08-24,24,8,2011,197,18775.0,100539.0,130096,259965,1319.0,,,,,,,,,,,,,,,,,
1506,1476,Midnight Special,15739,2016-03-16,16,3,2016,177,14429.0,96998.0,132693,259796,1467.0,1364.0,245703.0,18000000.0,tt2649554,en,Midnight Special,17.931,112.0,Il n'est pas comme nous,1597.0,6.2,Michael Shannon,20.214,Jaeden Martell,24.359,Joel Edgerton,10.866
1507,1477,Drôles de petites bêtes,17562,2017-12-13,13,12,2017,287,12587.0,44492.0,48816,259457,904.0,3002.0,458252.0,0.0,tt6314766,fr,Drôles de petites bêtes,3.49,77.0,,21.0,5.8,Kev Adams,6.106,Virginie Efira,19.056,Emmanuel Curtil,1.132
1508,1478,Parker,13044,2013-04-17,17,4,2013,146,14593.0,99687.0,124735,259382,1776.0,1728.0,119283.0,35000000.0,tt1904996,en,Parker,66.197,118.0,On peut avoir les mains sales et la conscience tranquille.,2564.0,6.0,Jason Statham,62.149,Jennifer Lopez,10.278,Nick Nolte,8.815
1509,1480,Pyramide,14557,2015-05-06,6,5,2015,160,14992.0,96037.0,109776,259268,1620.0,,,,,,,,,,,,,,,,,
1510,1480,Bébés,11377,2010-06-16,16,6,2010,151,18538.0,76913.0,93296,259268,1717.0,1044.0,44737.0,0.0,tt1020938,fr,Bébés,7.337,76.0,,111.0,6.8,Hattie,1.225,Ponijao,1.361,Mari,0.6
1511,1481,Papicha,19744,2019-10-09,9,10,2019,189,17750.0,56555.0,74716,259141,1371.0,3191.0,592807.0,0.0,tt9522080,fr,Papicha,8.77,106.0,,189.0,7.6,Lyna Khoudri,14.345,Shirine Boutella,10.439,Amira Hilda Douaouda,2.305
1512,1482,Marie Heurtin,14682,2014-11-12,12,11,2014,234,9286.0,62988.0,83670,258852,1106.0,885.0,286595.0,0.0,tt3132714,fr,Marie Heurtin,3.492,98.0,,74.0,7.4,Isabelle Carré,4.334,Ariana Rivoire,1.897,Brigitte Catillon,2.544
1513,1483,Don Jon,13684,2013-12-25,25,12,2013,215,22800.0,134916.0,165325,258793,1203.0,1727.0,138697.0,3000000.0,tt2229499,en,Don Jon,40.722,90.0,Il y a plus dans la vie qu'un dénouement heureux.,3722.0,6.0,Joseph Gordon-Levitt,16.948,Scarlett Johansson,39.263,Julianne Moore,16.049
1514,1484,Le Skylab,12399,2011-10-05,5,10,2011,197,14069.0,106155.0,129376,258056,1309.0,2227.0,85449.0,0.0,tt1638350,fr,Le Skylab,4.555,103.0,,56.0,6.1,Lou Alvarez,0.6,Julie Delpy,10.215,Eric Elmosnino,3.969
1515,1485,Coursier,11121,2010-02-24,24,2,2010,241,25805.0,125795.0,146264,258019,1070.0,1043.0,40194.0,0.0,tt1429429,fr,Coursier,7.444,95.0,,123.0,5.0,Michaël Youn,3.145,Géraldine Nakache,1.251,Jimmy Jean-Louis,2.98
1516,1486,Skyline,11626,2010-12-15,15,12,2010,218,17605.0,94980.0,125200,257971,1183.0,1042.0,42684.0,10000000.0,tt1564585,en,Skyline,90.173,93.0,"Inutile de vous préparer, il déjà trop tard.",1297.0,4.9,Eric Balfour,8.782,Scottie Thompson,13.973,David Zayas,9.853
1517,1487,Frances Ha,13609,2013-07-03,3,7,2013,120,12775.0,44652.0,56547,257952,2149.0,1726.0,121986.0,0.0,tt2347569,en,Frances Ha,9.009,86.0,,1177.0,7.4,Greta Gerwig,6.241,Mickey Sumner,8.12,Michael Esper,2.039
1518,1488,Jobs,13468,2013-08-21,21,8,2013,203,22134.0,111353.0,141241,257817,1270.0,1725.0,115782.0,12000000.0,tt2357129,en,Jobs,16.808,147.0,"Certains voient ce qui est possible, d'autres en font une réalité.",2118.0,6.1,Ashton Kutcher,13.894,Dermot Mulroney,16.122,Josh Gad,14.021
1519,1489,A toute épreuve,14420,2014-07-09,9,7,2014,247,29881.0,123813.0,153518,256859,1039.0,,,,,,,,,,,,,,,,,
1520,1490,[REC] 4,14224,2014-11-12,12,11,2014,214,20478.0,121010.0,140018,256656,1199.0,,,,,,,,,,,,,,,,,
1521,1491,Doctor Sleep,19638,2019-10-30,30,10,2019,381,20832.0,131451.0,147991,256531,673.0,3190.0,501170.0,45000000.0,tt5606664,en,Doctor Sleep,43.137,151.0,Oserez-vous y retourner ?,3256.0,7.2,Ewan McGregor,19.483,Kyliegh Curran,5.606,Rebecca Ferguson,72.833
1522,1492,Dans la brume,17892,2018-04-04,4,4,2018,226,15781.0,97796.0,123997,256506,1134.0,3584.0,477489.0,13749400.0,tt5092380,fr,Dans la brume,31.35,90.0,Retenez votre souffle,633.0,6.3,Romain Duris,13.308,Olga Kurylenko,25.482,Fantine Harduin,2.128
1523,1493,The Giver,14368,2014-10-29,29,10,2014,272,25875.0,127662.0,149333,255933,940.0,,,,,,,,,,,,,,,,,
1524,1494,Boyhood,14418,2014-07-23,23,7,2014,119,10130.0,48092.0,70138,255010,2142.0,881.0,85350.0,4000000.0,tt1065073,en,Boyhood,17.581,165.0,Filmé pendant 12 ans. Venez le voir grandir.,4419.0,7.5,Ellar Coltrane,2.915,Patricia Arquette,11.447,Ethan Hawke,19.024
1525,1495,La Princesse des glaces,17814,2018-02-14,14,2,2018,308,8047.0,43223.0,63107,255007,827.0,,,,,,,,,,,,,,,,,
1526,1496,Corporate,16991,2017-04-05,5,4,2017,153,14373.0,61707.0,82630,254503,1663.0,,,,,,,,,,,,,,,,,
1527,1497,Le Temps de l'aventure,13525,2013-04-10,10,4,2013,158,11350.0,65081.0,86373,253411,1603.0,,,,,,,,,,,,,,,,,
1528,1498,Plan de table,12636,2012-04-11,11,4,2012,192,16192.0,92728.0,119989,253339,1319.0,1008.0,130987.0,0.0,tt2062990,fr,Plan de table,6.238,84.0,"Pour changer de vie, changez de voisin.",209.0,5.8,Franck Dubosc,5.083,Elsa Zylberstein,6.314,Audrey Lamy,6.049
1529,1499,Maps To The Stars,14215,2014-05-21,21,5,2014,274,12372.0,77631.0,102629,253087,923.0,,,,,,,,,,,,,,,,,
1530,1500,Les Flingueuses,13142,2013-08-21,21,8,2013,271,21283.0,115948.0,151684,252830,932.0,1723.0,136795.0,43000000.0,tt2404463,en,The Heat,71.792,117.0,Le F.B.I. aussi a ses règles,3376.0,6.6,Sandra Bullock,24.909,Melissa McCarthy,21.529,Demián Bichir,5.794
1531,1501,In the Fade,17104,2018-01-17,17,1,2018,238,16576.0,102963.0,127128,251771,1057.0,3582.0,423646.0,0.0,tt5723272,de,Aus dem Nichts,11.731,106.0,,666.0,6.9,Diane Kruger,18.041,Denis Moschitto,2.79,Numan Acar,4.907
1532,1502,Upside Down,12906,2013-05-01,1,5,2013,237,36126.0,109501.0,140000,251317,1060.0,,,,,,,,,,,,,,,,,
1533,1503,Le Fils de l'autre,12635,2012-04-04,4,4,2012,159,10143.0,73000.0,88017,251239,1580.0,4.0,125623.0,0.0,tt2073016,fr,Le Fils de l'autre,4.672,105.0,,68.0,6.5,Emmanuelle Devos,5.499,Pascal Elbé,1.62,Jules Sitruk,4.432
1534,1504,La Défense Lincoln,11903,2011-05-25,25,5,2011,237,11939.0,83017.0,111204,251039,1059.0,2226.0,50348.0,40000000.0,tt1189340,en,The Lincoln Lawyer,18.434,118.0,Ce cas est un jeu dangereux de vie et de mort.,2511.0,7.2,Matthew McConaughey,23.638,Marisa Tomei,18.72,Ryan Phillippe,17.389
1535,1505,Your Name.,16307,2016-12-28,28,12,2016,100,15857.0,56665.0,77345,250859,2508.0,,,,,,,,,,,,,,,,,
1536,1506,Les Femmes du Bus 678,12845,2012-05-30,30,5,2012,181,8014.0,42646.0,61176,250689,1385.0,,,,,,,,,,,,,,,,,
1537,1507,Les Bien-aimés,12208,2011-08-24,24,8,2011,264,16938.0,86768.0,109235,250588,949.0,,,,,,,,,,,,,,,,,
1538,1508,Blitz,12217,2011-06-22,22,6,2011,194,19292.0,104224.0,138707,250522,1291.0,2224.0,55846.0,15774948.0,tt1297919,en,Blitz,98.183,96.0,C'est un tueur de flic contre un flic tueur.,1293.0,6.1,Jason Statham,62.149,Paddy Considine,9.871,Aidan Gillen,14.915
1539,1509,Le Mytho,11775,2011-03-23,23,3,2011,169,14707.0,104770.0,126302,250499,1482.0,,,,,,,,,,,,,,,,,
1540,1510,Comancheria,15945,2016-09-07,7,9,2016,214,11186.0,70229.0,87138,249914,1167.0,1362.0,338766.0,12000000.0,tt2582782,en,Hell or High Water,26.054,102.0,La justice n'est pas un crime!,3692.0,7.3,Jeff Bridges,15.336,Chris Pine,22.203,Ben Foster,6.997
1541,1511,L'un dans l'autre,17312,2017-09-20,20,9,2017,340,15310.0,88833.0,108719,249663,734.0,,,,,,,,,,,,,,,,,
1542,1512,Poulet aux prunes,12332,2011-10-26,26,10,2011,236,16530.0,81694.0,131854,249369,1056.0,,,,,,,,,,,,,,,,,
1543,1513,Ghostland,17906,2018-03-14,14,3,2018,190,16134.0,94203.0,135274,248903,1310.0,3581.0,476299.0,0.0,tt6195094,en,Ghostland,55.522,91.0,Vous croyez vraiment connaitre la peur?,1838.0,7.3,Crystal Reed,12.388,Mylène Farmer,7.759,Anastasia Phillips,2.776
1544,1514,Ma vie avec Liberace,13622,2013-09-18,18,9,2013,279,14048.0,100512.0,123223,248868,892.0,1721.0,119675.0,23000000.0,tt1291580,en,Behind the Candelabra,13.575,118.0,,630.0,6.7,Michael Douglas,11.518,Matt Damon,25.666,Rob Lowe,10.791
1545,1515,"AO, le dernier Néandertal",11312,2010-09-29,29,9,2010,359,23458.0,115903.0,134591,248610,692.0,,,,,,,,,,,,,,,,,
1546,1516,Père-Fils thérapie!,16607,2016-12-28,28,12,2016,248,27450.0,129276.0,154177,248521,1002.0,,,,,,,,,,,,,,,,,
1547,1517,Hell Driver,11100,2011-03-23,23,3,2011,248,20650.0,124464.0,145778,247849,999.0,2221.0,76216.0,0.0,tt1653913,ja,ヘルドライバー,4.439,106.0,,35.0,5.9,Yumiko Hara,2.116,Eihi Shiina,8.655,Kazuki Namioka,4.645
1548,1518,Les Chevaliers du Zodiaque - La Légende du Sanctuaire,14902,2015-02-25,25,2,2015,205,30124.0,124957.0,146763,247681,1208.0,,,,,,,,,,,,,,,,,
1549,1519,The Door,15717,2016-06-01,1,6,2016,137,16483.0,89985.0,103087,247469,1806.0,,,,,,,,,,,,,,,,,
1550,1520,Tête de Turc,11227,2010-03-31,31,3,2010,237,21103.0,,145375,247084,1042.0,1041.0,37655.0,0.0,tt1391143,fr,Tête de Turc,2.731,87.0,,22.0,6.1,Roschdy Zem,4.482,Pascal Elbé,1.62,Ronit Elkabetz,1.594
1551,1521,"Ozzy, la grande évasion",17235,2017-07-12,12,7,2017,258,12504.0,36733.0,50649,246348,954.0,,,,,,,,,,,,,,,,,
1552,1522,The Danish Girl,15540,2016-01-20,20,1,2016,269,15359.0,95206.0,118481,246334,915.0,,,,,,,,,,,,,,,,,
1553,1523,El Reino,18712,2019-04-17,17,4,2019,139,9716.0,,72084,245997,1769.0,,,,,,,,,,,,,,,,,
1554,1524,Royal Affair,13137,2012-11-21,21,11,2012,136,10122.0,67164.0,81405,245895,1808.0,916.0,88273.0,8000000.0,tt1276419,da,En kongelig affære,10.587,136.0,Une passion secrète qui changera à jamais l'avenir d'une nation,704.0,7.4,Mads Mikkelsen,39.043,Alicia Vikander,18.177,Mikkel Boe Følsgaard,3.513
1555,1525,L'Homme qui rit,13025,2012-12-26,26,12,2012,352,26088.0,105578.0,143987,244708,695.0,915.0,151826.0,0.0,tt1946289,fr,L'Homme qui rit,6.198,93.0,,69.0,6.0,Gérard Depardieu,11.087,Marc-André Grondin,4.639,Emmanuelle Seigner,12.72
1556,1526,Comment c'est loin,15576,2015-12-09,9,12,2015,156,24163.0,82869.0,98370,244633,1568.0,952.0,366564.0,2023920.0,tt4576612,fr,Comment c'est Loin,5.155,90.0,,604.0,7.0,Orelsan,1.788,Gringe,4.681,Seydou Doucouré,0.6
1557,1527,Low Cost,11901,2011-06-08,8,6,2011,281,21282.0,104806.0,145549,243959,868.0,2220.0,66122.0,0.0,tt1717158,fr,Low Cost,7.378,89.0,Aller simple. Retour compliqué.,97.0,5.1,Jean-Paul Rouve,6.144,Judith Godrèche,8.44,Gérard Darmon,3.418
1558,1528,HHhH,17067,2017-06-07,7,6,2017,333,14632.0,78243.0,101379,242999,729.0,2998.0,339259.0,32679734.0,tt3296908,en,The Man with the Iron Heart,31.905,120.0,"""le cerveau d'Himmler s'appelle Heydrich""",606.0,6.6,Jason Clarke,16.508,Rosamund Pike,27.056,Jack O'Connell,8.423
1559,1529,Tous les espoirs sont permis,12896,2012-10-10,10,10,2012,282,13196.0,103051.0,127872,242907,861.0,914.0,82696.0,30000000.0,tt1535438,en,Hope Springs,19.717,100.0,Provoquez les étincelles qui rallumeront la flamme.,652.0,6.2,Meryl Streep,17.845,Steve Carell,18.466,Tommy Lee Jones,36.201
1560,1530,La Dame en Noir 2 : L’Ange de la Mort,14777,2015-01-14,14,1,2015,193,15724.0,105867.0,120782,242755,1257.0,,,,,,,,,,,,,,,,,
1561,1531,R.I.P.D. Brigade Fantôme,13546,2013-07-31,31,7,2013,311,24185.0,103537.0,138878,242258,778.0,,,,,,,,,,,,,,,,,
1562,1532,47 Ronin,13672,2014-04-02,2,4,2014,318,18123.0,131228.0,154314,242225,761.0,879.0,64686.0,175000000.0,tt1335975,en,47 Ronin,21.87,119.0,47 ronin défient l'éternité.,3154.0,6.1,Keanu Reeves,51.394,Hiroyuki Sanada,14.277,Ko Shibasaki,12.455
1563,1533,Hitchcock,13042,2013-02-06,6,2,2013,280,18864.0,104726.0,128371,241970,864.0,1719.0,112336.0,15700000.0,tt0975645,en,Hitchcock,12.738,98.0,Le dernier projet du grand auteur,1248.0,6.5,Anthony Hopkins,19.151,Helen Mirren,17.02,Scarlett Johansson,39.263
1564,1534,Un Château en Italie,13824,2013-10-30,30,10,2013,197,17797.0,105684.0,130339,241691,1226.0,,,,,,,,,,,,,,,,,
1565,1535,Le Dindon (2019),18873,2019-09-25,25,9,2019,752,,120506.0,151796,241530,321.0,,,,,,,,,,,,,,,,,
1566,1536,Un beau soleil intérieur,17314,2017-09-27,27,9,2017,218,17362.0,106344.0,130835,241521,1107.0,,,,,,,,,,,,,,,,,
1567,1537,L'Effet aquatique,15933,2016-06-29,29,6,2016,286,14867.0,55079.0,69876,241145,843.0,,,,,,,,,,,,,,,,,
1568,1538,Ils vivent la Nuit,16066,2017-01-18,18,1,2017,300,16077.0,116778.0,141441,241014,803.0,,,,,,,,,,,,,,,,,
1569,1539,Le Goût des merveilles,15579,2015-12-16,16,12,2015,214,12925.0,67953.0,92682,240643,1124.0,950.0,369770.0,0.0,tt4084056,fr,Le Goût des merveilles,6.274,97.0,,235.0,6.8,Virginie Efira,19.056,Benjamin Lavernhe,2.838,Lucie Fagedet,3.517
1570,1540,Suite Française,15019,2015-04-01,1,4,2015,318,19385.0,93318.0,124302,240237,755.0,,,,,,,,,,,,,,,,,
1571,1541,My Little Pony : le film,17321,2017-10-18,18,10,2017,469,20197.0,62257.0,104809,240157,512.0,,,,,,,,,,,,,,,,,
1572,1542,La Religieuse,13422,2013-03-20,20,3,2013,232,13767.0,79316.0,105241,240036,1034.0,1511.0,42722.0,0.0,tt0060891,fr,La Religieuse,5.207,140.0,,54.0,7.4,Anna Karina,5.544,Liselotte Pulver,6.856,Micheline Presle,3.072
1573,1543,Dark Places,15125,2015-04-08,8,4,2015,211,14467.0,90153.0,110246,239160,1133.0,948.0,182560.0,20000000.0,tt2402101,en,Dark Places,14.246,113.0,"En 1985, toute sa famille a été assassinée. 30 ans plus tard, la vérité émerge.",1062.0,5.9,Charlize Theron,30.29,Nicholas Hoult,16.68,Chloë Grace Moretz,60.591
1574,1544,Sicario La Guerre des Cartels,17414,2018-06-27,27,6,2018,469,14751.0,88828.0,133856,239062,509.0,,,,,,,,,,,,,,,,,
1575,1545,Death Wish (2018),17343,2018-05-09,9,5,2018,250,23137.0,124450.0,145073,238840,955.0,,,,,,,,,,,,,,,,,
1576,1546,A Beautiful Planet,15932,2016-10-12,12,10,2016,1,94.0,1206.0,1581,238826,238826.0,1357.0,365997.0,0.0,tt2800050,en,A Beautiful Planet,6.814,45.0,,46.0,6.9,Jennifer Lawrence,22.663,Samantha Cristoforetti,0.84,Scott Kelly,0.6
1577,1547,Blood Ties,13578,2013-10-30,30,10,2013,433,30865.0,141489.0,165884,238823,551.0,1510.0,190955.0,25500000.0,tt1747958,en,Blood Ties,28.277,142.0,,378.0,6.1,Clive Owen,9.461,Billy Crudup,17.389,Marion Cotillard,17.992
1578,1548,Killer Elite,12279,2011-10-26,26,10,2011,145,20843.0,,161843,238066,1641.0,2219.0,49021.0,66000000.0,tt1448755,en,Killer Elite,64.585,117.0,Que le meilleur survive.,1724.0,6.3,Jason Statham,62.149,Clive Owen,9.461,Robert De Niro,23.276
1579,1549,Les Aventures de Spirou et Fantasio,17408,2018-02-21,21,2,2018,442,30128.0,106365.0,145435,237846,538.0,3578.0,437316.0,0.0,tt6465308,fr,Les Aventures de Spirou et Fantasio,8.467,89.0,,108.0,4.5,Thomas Solivérès,4.002,Alex Lutz,2.278,Ramzy Bedia,9.627
1580,1550,"Et soudain, tout le monde me manque",12040,2011-04-20,20,4,2011,256,17989.0,81429.0,106713,237717,928.0,2218.0,74119.0,0.0,tt1753792,fr,"Et soudain, tout le monde me manque",5.34,98.0,,92.0,5.9,Mélanie Laurent,15.735,Michel Blanc,7.453,Géraldine Nakache,1.251
1581,1551,Cogan : Killing Them Softly,12829,2012-12-05,5,12,2012,139,17345.0,102322.0,125555,237451,1708.0,913.0,64689.0,15000000.0,tt1764234,en,Killing Them Softly,14.622,97.0,"En Amérique, vous gérez vous-même.",1683.0,6.0,Brad Pitt,22.264,Scoot McNairy,12.788,Ben Mendelsohn,16.945
1582,1552,The Lobster,15281,2015-10-28,28,10,2015,143,17407.0,73927.0,91237,237232,1658.0,857.0,254320.0,4000000.0,tt3464902,en,The Lobster,23.329,118.0,Une histoire d’amour non conventionnelle,4887.0,7.0,Colin Farrell,27.247,Rachel Weisz,15.453,Léa Seydoux,33.274
1583,1553,Quand on a 17 ans,15765,2016-03-30,30,3,2016,214,14354.0,70255.0,90058,237064,1107.0,1356.0,377154.0,0.0,tt4331970,fr,Quand on a 17 ans,11.507,116.0,L'adolescence est le seul temps où l'on ait appris quelque chose.,303.0,6.9,Sandrine Kiberlain,7.897,Kacey Mottet Klein,2.338,Jean Fornerod,1.4
1584,1554,Sanctum 3D,11951,2011-02-23,23,2,2011,210,19719.0,131537.0,165235,236635,1126.0,,,,,,,,,,,,,,,,,
1585,1555,Nocturnal Animals,16067,2017-01-04,4,1,2017,182,15347.0,102690.0,124137,236059,1297.0,2996.0,340666.0,22500000.0,tt4550098,en,Nocturnal Animals,61.028,115.0,Les liens du passé ne se dénouent jamais,6450.0,7.5,Amy Adams,17.316,Jake Gyllenhaal,25.473,Michael Shannon,20.214
1586,1556,Neruda,16497,2017-01-04,4,1,2017,119,10782.0,65793.0,81313,236017,1983.0,2995.0,351454.0,0.0,tt4698584,es,Neruda,13.082,108.0,Adulé pour son art. Traqué pour ses idées.,213.0,6.3,Gael García Bernal,6.692,Luis Gnecco,2.812,Mercedes Morán,3.081
1587,1557,La Légende d'Hercule,13847,2014-03-19,19,3,2014,186,19210.0,126844.0,151842,235853,1268.0,878.0,188207.0,70000000.0,tt1043726,en,The Legend of Hercules,27.773,99.0,La naissance d'un héros.,1123.0,4.7,Kellan Lutz,14.229,Liam McIntyre,12.262,Gaia Weiss,19.244
1588,1558,Du Sang et des larmes,13585,2014-01-01,1,1,2014,155,18473.0,107903.0,127476,235370,1518.0,,,,,,,,,,,,,,,,,
1589,1559,Que justice soit faite,10927,2010-12-22,22,12,2010,127,8784.0,43578.0,64020,235213,1852.0,,,,,,,,,,,,,,,,,
1590,1560,Tad et le secret du roi Midas,17565,2018-05-16,16,5,2018,494,18073.0,46311.0,67742,235139,475.0,3871.0,452773.0,10778400.0,tt3896102,es,Tadeo Jones 2: El secreto del rey Midas,34.851,87.0,La plus fun des aventures,292.0,6.5,Óscar Barberán,0.652,Michelle Jenner,16.344,Adriana Ugarte,6.911
1591,1561,Ma vie de chat,15909,2016-08-03,3,8,2016,345,31083.0,105975.0,141432,234851,680.0,,,,,,,,,,,,,,,,,
1592,1562,Loups tendres et loufoques,19758,2019-10-16,16,10,2019,213,,,40659,234823,1102.0,3187.0,614704.0,0.0,,en,Loups tendres et loufoques,1.139,53.0,,1.0,6.0,,,,,,
1593,1563,Detective Dee,11718,2011-04-20,20,4,2011,148,13775.0,,113967,234726,1585.0,,,,,,,,,,,,,,,,,
1594,1564,Bonne pomme,17182,2017-08-30,30,8,2017,366,21763.0,94552.0,116406,234578,640.0,2994.0,428558.0,0.0,tt5972780,fr,Bonne pomme,4.035,101.0,,40.0,5.7,Gérard Depardieu,11.087,Catherine Deneuve,10.314,Benjamin Voisin,12.487
1595,1565,"Carrie, la vengeance",12986,2013-12-04,4,12,2013,206,14887.0,94883.0,113256,234571,1138.0,1509.0,133805.0,30000000.0,tt1939659,en,Carrie,38.416,100.0,Vous n'oublierez jamais son nom.,3813.0,6.0,Chloë Grace Moretz,60.591,Julianne Moore,16.049,Gabriella Wilde,7.08
1596,1566,Liberté,11196,2010-02-24,24,2,2010,102,14638.0,66399.0,81403,233998,2294.0,,,,,,,,,,,,,,,,,
1597,1567,The Infiltrator,15935,2016-09-07,7,9,2016,253,10606.0,68415.0,84859,233829,924.0,,,,,,,,,,,,,,,,,
1598,1568,Charlie's Angels (2019),19257,2019-12-25,25,12,2019,271,14012.0,104575.0,138428,233693,862.0,,,,,,,,,,,,,,,,,
1599,1569,Une exécution ordinaire,11119,2010-02-03,3,2,2010,157,,74973.0,94551,233434,1486.0,1038.0,69157.0,0.0,tt1417040,fr,Une Exécution ordinaire,3.835,105.0,,14.0,6.5,Marina Hands,6.694,Edouard Baer,3.303,Denis Podalydès,2.132
1600,1570,La Fameuse invasion des ours en Sicile,19707,2019-10-09,9,10,2019,519,17170.0,52819.0,57404,233267,449.0,,,,,,,,,,,,,,,,,
1601,1571,Emilie Jolie,12409,2011-10-19,19,10,2011,207,6925.0,28862.0,64428,233215,1126.0,,,,,,,,,,,,,,,,,
1602,1572,"Les Municipaux, trop c'est trop !",19635,2019-10-23,23,10,2019,274,25503.0,91912.0,119328,233171,850.0,,,,,,,,,,,,,,,,,
1603,1573,Le Guetteur,12888,2012-09-05,5,9,2012,316,22129.0,100653.0,122224,233068,737.0,912.0,122192.0,0.0,tt1946298,fr,Le Guetteur,8.112,89.0,Un tireur d'élite sème la panique,87.0,5.6,Daniel Auteuil,8.333,Mathieu Kassovitz,8.032,Olivier Gourmet,3.445
1604,1574,Pachamama,18799,2018-12-12,12,12,2018,330,25884.0,50179.0,64582,232860,705.0,3870.0,529790.0,0.0,tt5541002,fr,Pachamama,9.61,70.0,,67.0,7.1,Andrea Santamaria,0.6,India Coenen,0.694,Saïd Amadis,1.222
1605,1575,Apprenti Gigolo,14184,2014-04-09,9,4,2014,204,15033.0,80012.0,101850,232651,1140.0,,,,,,,,,,,,,,,,,
1606,1576,Parvana,18152,2018-06-27,27,6,2018,198,11110.0,37294.0,56155,232433,1173.0,3869.0,435129.0,0.0,tt3901826,en,The Breadwinner,11.701,93.0,Une enfance en Afghanistan,604.0,7.9,Saara Chaudry,5.194,Soma Bhatia,1.96,Laara Sadiq,8.141
1607,1577,Sils Maria,14375,2014-08-20,20,8,2014,195,13276.0,65859.0,90148,232352,1191.0,875.0,246860.0,6600000.0,tt2452254,en,Clouds of Sils Maria,10.586,124.0,,618.0,6.6,Juliette Binoche,8.906,Kristen Stewart,27.094,Chloë Grace Moretz,60.591
1608,1578,Hellboy (2019),18697,2019-05-08,8,5,2019,415,54907.0,137105.0,152683,232008,559.0,,,,,,,,,,,,,,,,,
1609,1579,We Want Sex Equality,12031,2011-03-09,9,3,2011,142,10575.0,72787.0,82602,231764,1632.0,,,,,,,,,,,,,,,,,
1610,1580,Arctique,12770,2012-10-17,17,10,2012,1,456.0,3170.0,3226,230852,230852.0,,,,,,,,,,,,,,,,,
1611,1581,Johnny English contre-attaque,18106,2018-10-10,10,10,2018,305,16596.0,104989.0,121585,230576,755.0,3868.0,463272.0,25000000.0,tt6921996,en,Johnny English Strikes Again,30.8,89.0,Son permis… renouvelé. Son intelligence… limitée.,1989.0,6.2,Rowan Atkinson,11.473,Emma Thompson,29.17,Olga Kurylenko,25.482
1612,1582,A l'aveugle,12605,2012-03-07,7,3,2012,255,20572.0,106956.0,129632,230441,903.0,,,,,,,,,,,,,,,,,
1613,1583,Amy,15344,2015-07-08,8,7,2015,150,9221.0,29727.0,40529,230291,1535.0,858.0,331781.0,0.0,tt2870648,en,Amy,24.632,127.0,La fille derrière le nom.,1009.0,7.6,Amy Winehouse,2.182,Mark Ronson,3.643,Tony Bennett,4.539
1614,1584,Mais comment font les femmes ?,12292,2011-09-21,21,9,2011,282,14517.0,103947.0,128970,229954,815.0,2032.0,70868.0,24000000.0,tt1742650,en,I Don't Know How She Does It,23.39,89.0,"Si c'était facile, les hommes le feraient aussi.",326.0,5.2,Sarah Jessica Parker,9.495,Pierce Brosnan,36.862,Greg Kinnear,8.994
1615,1585,"Yo-Kai Watch, le film",17280,2017-08-09,9,8,2017,202,32816.0,85847.0,104185,229899,1138.0,,,,,,,,,,,,,,,,,
1616,1586,"Thelma, Louise et Chantal",11198,2010-03-03,3,3,2010,201,19098.0,99160.0,121039,229814,1143.0,1037.0,57311.0,0.0,tt1566948,fr,"Thelma, Louise et Chantal",1.433,90.0,,13.0,5.4,Jane Birkin,8.725,Caroline Cellier,4.332,Catherine Jacob,2.143
1617,1587,Et les mistrals gagnants,16784,2017-02-01,1,2,2017,77,12485.0,41954.0,56034,229648,2982.0,2992.0,433919.0,0.0,tt4466494,fr,Et les mistrals gagnants,2.609,79.0,Un film sur la vie. Tout simplement.,46.0,8.3,Ambre,0.6,Camille,1.144,Imad,0.6
1618,1588,Faute d'amour,17103,2017-09-20,20,9,2017,143,10629.0,52140.0,68330,229576,1605.0,,,,,,,,,,,,,,,,,
1619,1589,Jean de la Lune,13189,2012-12-19,19,12,2012,220,36403.0,,71214,229464,1043.0,909.0,556950.0,0.0,tt0023073,fr,Jean de la Lune,0.6,85.0,,1.0,6.0,Michel Simon,3.198,Madeleine Renaud,0.972,René Lefèvre,1.96
1620,1590,Voyage en Chine,15141,2015-03-25,25,3,2015,98,7049.0,52496.0,71927,229266,2339.0,856.0,331112.0,0.0,tt3672186,fr,Voyage en Chine,0.84,96.0,,10.0,6.6,Yolande Moreau,4.664,Qu Jing Jing,0.6,Ling Dong Fu,0.6
1621,1591,Les Éblouis,19783,2019-11-20,20,11,2019,259,13131.0,62738.0,81678,229038,884.0,3182.0,582906.0,0.0,tt9170086,fr,Les Éblouis,5.669,99.0,,168.0,7.0,Camille Cottin,7.109,Jean-Pierre Darroussin,1.531,Éric Caravaca,3.43
